volume,plate,gould_latin,gould_english,modern_sci,birdnet_sci,birdnet_common,confidence,reason
VII,52,Procellaria coerulea,Blue Petrel,Halobaena caerulea,,,high,Blue Petrel; not in BirdNET
VII,53,Daption capensis,Cape Petrel,Daption capense,Daption capense,Cape Petrel,high,Cape Petrel
VII,54,Prion turtur,Dove-like Prion,Pachyptila turtur,,,high,Fairy Prion; not in BirdNET
VII,55,Prion vittatus,Broad-billed Prion,Pachyptila vittata,,,high,Broad-billed Prion; not in BirdNET
VII,56,Puffinus brevicaudus,Short-tailed Petrel,Ardenna tenuirostris,Ardenna tenuirostris,Short-tailed Shearwater,high,brevicaudus = Short-tailed Shearwater
VII,57,Puffinus carneipes,Fleshy-footed Petrel,Ardenna carneipes,Ardenna carneipes,Flesh-footed Shearwater,high,Flesh-footed Shearwater
VII,58,Puffinus sphenurus,Wedge-tailed Petrel,Ardenna pacifica,Ardenna pacifica,Wedge-tailed Shearwater,high,sphenurus = Wedge-tailed Shearwater
VII,59,Puffinus assimilis,Allied Petrel,Puffinus assimilis,,,high,Little Shearwater; not in BirdNET
VII,60,Puffinuria urinatrix,Diving Petrel,Pelecanoides urinatrix,,,high,Common Diving-Petrel; not in BirdNET
VII,61,Thalassidroma marina,White-faced Storm Petrel,Pelagodroma marina,,,high,White-faced Storm-Petrel; not in BirdNET
VII,62,Thalassidroma melanogaster,Black-bellied Storm Petrel,Fregetta tropica,,,high,melanogaster = Black-bellied Storm-Petrel; not in BirdNET
VII,63,Thalassidroma leucogaster,White-bellied Storm Petrel,Fregetta grallaria,,,high,leucogaster = White-bellied Storm-Petrel; not in BirdNET
VII,64,Thalassidroma nereis,Grey-backed Storm Petrel,Garrodia nereis,,,high,Grey-backed Storm-Petrel; not in BirdNET
VII,65,Thalassidroma Wilsonii,Wilson's Storm Petrel,Oceanites oceanicus,,,high,Wilson's Storm-Petrel; not in BirdNET
VII,66,Phalacrocorax carboides,Australian Cormorant,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,high,carboides = Great Cormorant (Australian race)
VII,67,Phalacrocorax sulcirostris,Groove-billed Cormorant,Phalacrocorax sulcirostris,,,high,Little Black Cormorant; not in BirdNET
VII,68,Phalacrocorax hypoleucus,Pied Cormorant,Phalacrocorax varius,,,high,hypoleucus = Pied Cormorant; not in BirdNET
VII,69,Phalacrocorax leucogaster,White-breasted Cormorant,Phalacrocorax fuscescens,,,medium,"leucogaster Gould (abundant around Tasmania, seaweed nests on Bass Strait rocks) = Black-faced Cormorant, not the Pied; not in BirdNET either way"
VII,70,Phalacrocorax melanoleucus,Pied Cormorant,Microcarbo melanoleucos,,,high,Little Pied Cormorant; not in BirdNET
VII,71,Phalacrocorax punctatus,Spotted Cormorant,Phalacrocorax punctatus,,,high,Spotted Shag (NZ); not in BirdNET
VII,72,Attagen Ariel,Small Frigate Bird,Fregata ariel,Fregata ariel,Lesser Frigatebird,high,Attagen ariel = Lesser Frigatebird
VII,73,Phaeton phoenicurus,Red-tailed Tropic Bird,Phaethon rubricauda,Phaethon rubricauda,Red-tailed Tropicbird,high,phoenicurus = Red-tailed Tropicbird
VII,74,Pelecanus conspicillatus,Australian Pelican,Pelecanus conspicillatus,Pelecanus conspicillatus,Australian Pelican,high,Australian Pelican
VII,75,Plotus Novae-Hollandiae,New Holland Darter,Anhinga novaehollandiae,Anhinga novaehollandiae,Australasian Darter,high,Plotus novaehollandiae = Australasian Darter
VII,76,Sula australis,Australian Gannet,Morus serrator,,,high,Australasian Gannet; not in BirdNET
VII,77,Sula personata,Masked Gannet,Sula dactylatra,Sula dactylatra,Masked Booby,high,personata = Masked Booby
VII,78,Sula fusca,Brown Gannet,Sula leucogaster,Sula leucogaster,Brown Booby,high,fusca = Brown Booby
VII,79,Sula piscator,Red-legged Gannet,Sula sula,Sula sula,Red-footed Booby,high,piscator = Red-footed Booby
VII,80,Podiceps australis,Australian Tippet Grebe,Podiceps cristatus,Podiceps cristatus,Great Crested Grebe,high,australis = Great Crested Grebe (Australasian race)
VII,81,Podiceps gularis,Black-throated Grebe,Tachybaptus novaehollandiae,Tachybaptus novaehollandiae,Australasian Grebe,high,gularis = Australasian Grebe
VII,82,Podiceps poliocephalus,Hoary-headed Grebe,Poliocephalus poliocephalus,,,high,Hoary-headed Grebe; not in BirdNET
VII,83,Eudyptes chrysocome,Crested Penguin,Eudyptes chrysocome,Eudyptes chrysocome,Southern Rockhopper Penguin,medium,Crested Penguin by name = Southern Rockhopper; crested penguins reaching Australia include other Eudyptes
VII,84,Spheniscus minor,Little Penguin,Eudyptula minor,Eudyptula minor,Little Penguin,high,Spheniscus minor = Little Penguin
VII,85,Spheniscus undina,Fairy Penguin,Eudyptula minor,Eudyptula minor,Little Penguin,high,undina Gould = Little Penguin
Supp,1,Strix candida,Grass-Owl,Tyto longimembris,,,high,Strix candida = Australasian Grass-Owl; not in BirdNET
Supp,2,Sceloglaux albifacies,Wekau,Sceloglaux albifacies,,,high,Laughing Owl (extinct); not in BirdNET
Supp,3,Podargus papuensis,Papuan Podargus,Podargus papuensis,,,high,Papuan Frogmouth; not in BirdNET
Supp,4,Podargus marmoratus,Marbled Podargus,Podargus ocellatus,Podargus ocellatus,Marbled Frogmouth,high,marmoratus = Marbled Frogmouth
Supp,5,Halcyon flavirostris,Yellow-billed Kingfisher,Syma torotoro,Syma torotoro,Yellow-billed Kingfisher,high,Halcyon flavirostris = Yellow-billed Kingfisher
Supp,6,Tanysiptera Sylvia,White-tailed Tanysiptera,Tanysiptera sylvia,Tanysiptera sylvia,Buff-breasted Paradise-Kingfisher,high,Buff-breasted Paradise-Kingfisher
Supp,7,Artamus melanops,Black-faced Wood-Swallow,Artamus cinereus,Artamus cinereus,Black-faced Woodswallow,high,melanops = race of Black-faced Woodswallow
Supp,8,Pardalotus xanthopygius,Yellow-rumped Pardalote,Pardalotus punctatus,Pardalotus punctatus,Spotted Pardalote,high,xanthopygus = Yellow-rumped race of Spotted Pardalote
Supp,9,Manucodia Keraudreni,Keraudren's Crow-Shrike,Phonygammus keraudrenii,Phonygammus keraudrenii,Trumpet Manucode,high,Trumpet Manucode
Supp,10,Arses Kaupi,Kaup's Flycatcher,Arses kaupi,,,high,Pied Monarch; not in BirdNET
Supp,11,Machaerirhynchus flaviventer,Yellow-breasted Flycatcher,Machaerirhynchus flaviventer,Machaerirhynchus flaviventer,Yellow-breasted Boatbill,high,Yellow-breasted Boatbill
Supp,12,Monarcha leucotis,White-eared Flycatcher,Carterornis leucotis,Carterornis leucotis,White-eared Monarch,high,White-eared Monarch
Supp,13,Monarcha albiventris,White-bellied Flycatcher,Symposiachrus trivirgatus,Symposiachrus trivirgatus,Spectacled Monarch,medium,Monarcha albiventris Gould = Cape York race of Spectacled Monarch
Supp,14,Gerygone personata,Masked Gerygone,Gerygone palpebrosa,Gerygone palpebrosa,Fairy Gerygone,high,personata = Fairy Gerygone (black-throated race)
Supp,15,Petroica cerviniventris,Buff-sided Robin,Poecilodryas cerviniventris,,,high,Buff-sided Robin; not in BirdNET
Supp,16,Drymodes superciliaris,Eastern Scrub-Robin,Drymodes superciliaris,,,high,Northern Scrub-Robin; not in BirdNET
Supp,17,Eopsaltria capito,Large-headed Robin,Tregellasia capito,Tregellasia capito,Pale-yellow Robin,high,Pale-yellow Robin
Supp,18,Eopsaltria leucura,White-tailed Robin,Peneoenanthe pulverulenta,,,high,"Eopsaltria leucura Gould (N mangroves, white tail bases) = Mangrove Robin; not in BirdNET"
Supp,19,Menura Alberti,Albert Lyre-Bird,Menura alberti,Menura alberti,Albert's Lyrebird,high,Albert's Lyrebird
Supp,20,Malurus coronatus,Crowned Wren,Malurus coronatus,,,high,Purple-crowned Fairywren; not in BirdNET
Supp,21,Malurus amabilis,Lovely Wren,Malurus amabilis,Malurus amabilis,Lovely Fairywren,high,Lovely Fairywren
Supp,22,Malurus hypoleucus,Fawn-breasted Superb Warbler,Malurus amabilis,Malurus amabilis,Lovely Fairywren,medium,"hypoleucus Gould (Cape York; blue above, white lores and eye-ring, cream below) matches Lovely Fairywren in female-type plumage"
Supp,23,Malurus callainus,Turquoisine Superb Warbler,Malurus splendens,Malurus splendens,Splendid Fairywren,high,callainus = Turquoise race of Splendid Fairywren
Supp,24,Malurus leuconotus,White-backed Superb Warbler,Malurus leucopterus,Malurus leucopterus,White-winged Fairywren,high,leuconotus = mainland race of White-winged Fairywren
Supp,25,Sphenura Broadbenti,Rufous-headed Bristle-Bird,Dasyornis broadbenti,Dasyornis broadbenti,Rufous Bristlebird,high,Rufous Bristlebird
Supp,26,Atrichia rufescens,Rufescent Scrub-Bird,Atrichornis rufescens,Atrichornis rufescens,Rufous Scrub-bird,high,Rufous Scrub-bird
Supp,27,Pycnoptilus floccosus,Downy Pycnoptilus,Pycnoptilus floccosus,Pycnoptilus floccosus,Pilotbird,high,Pilotbird
Supp,28,Acanthiza magna,Great Acanthiza,Acanthornis magna,,,high,Scrubtit; not in BirdNET
Supp,29,Pitta Mackloti,Macklot's Pitta,Erythropitta macklotii,Erythropitta macklotii,Papuan Pitta,high,Pitta mackloti = Papuan Pitta (Australian digglesi belongs here)
Supp,30,Merula poliocephala,Grey-headed Blackbird,Turdus poliocephalus,Turdus poliocephalus,Island Thrush,high,Merula poliocephala = extinct Norfolk race of Island Thrush
Supp,31,Merula vinitincta,Vinous-tinted Blackbird,Turdus poliocephalus,Turdus poliocephalus,Island Thrush,high,vinitincta = extinct Lord Howe race of Island Thrush
Supp,32,Cinclosoma castaneothorax,Chestnut-breasted Ground-Thrush,Cinclosoma castaneothorax,Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,high,Chestnut-breasted Quail-thrush
Supp,33,Aplonis metallica,Shining Aplonis,Aplonis metallica,Aplonis metallica,Metallic Starling,high,Metallic Starling
Supp,34,Ptilonorhynchus Rawnsleyi,Rawnsley's Bower-bird,Ptilonorhynchus violaceus x Sericulus chrysocephalus,,,high,Rawnsley's Bowerbird is an intergeneric hybrid; no species to pin
Supp,35,Chlamydera guttata,Guttated Bower-bird,Chlamydera guttata,,,high,Western Bowerbird; not in BirdNET
Supp,36,Chlamydera cerviniventris,Fawn-breasted Bower-bird,Chlamydera cerviniventris,,,high,Fawn-breasted Bowerbird; not in BirdNET
Supp,37,Sphecotheres flaviventris,Yellow-bellied Sphecotheres,Sphecotheres vieilloti,Sphecotheres vieilloti,Australasian Figbird,high,flaviventris = yellow N race of Australasian Figbird
Supp,38,Pomatorhinus ruficeps,Chestnut-crowned Pomatorhinus,Pomatostomus ruficeps,Pomatostomus ruficeps,Chestnut-crowned Babbler,high,Chestnut-crowned Babbler
Supp,39,Ptilotis cassidix,Helmeted Honey-eater,Lichenostomus melanops,Lichenostomus melanops,Yellow-tufted Honeyeater,high,cassidix = Helmeted race of Yellow-tufted Honeyeater
Supp,40,Ptilotis fasciogularis,Fasciated Honey-eater,Gavicalis fasciogularis,Gavicalis fasciogularis,Mangrove Honeyeater,high,Mangrove Honeyeater
Supp,41,Ptilotis notata,Yellow-spotted Honey-eater,Meliphaga notata,Meliphaga notata,Yellow-spotted Honeyeater,high,Yellow-spotted Honeyeater
Supp,42,Ptilotis filigera,Streaked Honey-eater,Xanthotis flaviventer,,,high,Ptilotis filigera = Cape York race of Tawny-breasted Honeyeater; not in BirdNET
Supp,43,Ptilotis Cockerelli,Cockerell's Honey-eater,Trichodere cockerelli,,,high,White-streaked Honeyeater; not in BirdNET
Supp,44,Tropidorhynchus buceroides,Helmeted Friar-bird,Philemon buceroides,Philemon buceroides,Helmeted Friarbird,medium,"Helmeted Friarbird; Gould's bird is probably the Cape York form (yorki), which BirdNET's buceroides includes"
Supp,45,Nectarinia australis,Australian Sun-bird,Cinnyris jugularis,Cinnyris jugularis,Olive-backed Sunbird,high,Nectarinia australis = Olive-backed Sunbird
Supp,46,Zosterops albogularis,White-breasted Zosterops,Zosterops albogularis,,,high,White-chested White-eye (Norfolk); not in BirdNET
Supp,47,Zosterops tenuirostris,Slender-billed Zosterops,Zosterops tenuirostris,,,high,Slender-billed White-eye (Norfolk); not in BirdNET
Supp,48,Zosterops strenuus,Robust Zosterops,Zosterops strenuus,,,high,"Robust White-eye (Lord Howe, extinct); not in BirdNET"
Supp,49,Zosterops tephropleurus,Grey-breasted Zosterops,Zosterops lateralis,Zosterops lateralis,Silvereye,high,tephropleurus = Lord Howe race of Silvereye
Supp,50,Ptiloris Victoriae,Victoria Rifle-bird,Ptiloris victoriae,Ptiloris victoriae,Victoria's Riflebird,high,Victoria's Riflebird
Supp,51,Ptiloris magnifica,Magnificent Rifle-bird,Ptiloris magnificus,Ptiloris magnificus,Magnificent Riflebird,high,Magnificent Riflebird (Cape York alberti)
Supp,52,Semioptera Wallacei,Standard-Wing,Semioptera wallacii,Semioptera wallacii,Standardwing Bird-of-Paradise,high,Standardwing
Supp,53,Orthonyx Spaldingi,Spalding's Orthonyx,Orthonyx spaldingii,Orthonyx spaldingii,Chowchilla,high,Chowchilla
Supp,54,Sittella striata,Striated Sittella,Daphoenositta chrysoptera,Daphoenositta chrysoptera,Varied Sittella,high,striata = race of Varied Sittella
Supp,55,Cacomantis castaneiventris,Chestnut-breasted Cuckoo,Cacomantis castaneiventris,Cacomantis castaneiventris,Chestnut-breasted Cuckoo,high,Chestnut-breasted Cuckoo
Supp,56,Chrysococcyx minutillus,Little Cuckoo,Chrysococcyx minutillus,Chrysococcyx minutillus,Little Bronze-Cuckoo,high,Little Bronze-Cuckoo
Supp,57,Strigops habroptilus,Kakapo,Strigops habroptila,,,high,Kakapo; not in BirdNET
Supp,58,Nestor hypopolius,Ka-ka Parrot,Nestor meridionalis,Nestor meridionalis,New Zealand Kaka,high,hypopolius = Kaka
Supp,59,Nestor Esslingii,Prince of Essling's Parrot,Nestor meridionalis,Nestor meridionalis,New Zealand Kaka,high,esslingii = Kaka variety
Supp,60,Nestor notabilis,Kea Parrot,Nestor notabilis,,,high,Kea; not in BirdNET
Supp,61,Microglossus aterrimus,Great Palm-Cockatoo,Probosciger aterrimus,Probosciger aterrimus,Palm Cockatoo,high,Microglossus aterrimus = Palm Cockatoo
Supp,62,Polytelis Alexandrae,The Princess of Wales's Parrakeet,Polytelis alexandrae,,,high,Princess Parrot; not in BirdNET
Supp,63,Platycercus cyanogenys,Blue-cheeked Parrakeet,Platycercus adscitus,Platycercus adscitus,Pale-headed Rosella,medium,cyanogenys Gould (Cape York) = blue-cheeked nominate Pale-headed Rosella
Supp,64,Psephotus chrysopterygius,Golden-backed Parrakeet,Psephotus chrysopterygius,,,high,Golden-shouldered Parrot; not in BirdNET
Supp,65,Cyclopsitta Coxeni,Coxen's Parrakeet,Cyclopsitta diophthalma,,,high,"coxeni = Coxen's Fig-Parrot, race of Double-eyed Fig-Parrot; not in BirdNET"
Supp,66,Geopsittacus occidentalis,Nocturnal Ground-Parrakeet,Pezoporus occidentalis,,,high,Night Parrot; not in BirdNET
Supp,67,Carpophaga assimilis,Allied Fruit-Pigeon,Ptilinopus magnificus,Ptilinopus magnificus,Wompoo Fruit-Dove,high,Carpophaga assimilis Gould = N race of Wompoo Fruit-Dove (Gould: 'diminutive representative of C. magnifica')
Supp,68,Lophophaps ferruginea,Rust-coloured Bronzewing,Geophaps plumifera,,,high,ferruginea = rufous race of Spinifex Pigeon; not in BirdNET
Supp,69,Lophophaps leucogaster,White-bellied Bronzewing,Geophaps plumifera,,,high,leucogaster = race of Spinifex Pigeon; not in BirdNET
Supp,70,Casuarius australis,"Australian Cassowary (two heads, natural size)",Casuarius casuarius,Casuarius casuarius,Southern Cassowary,high,australis = Southern Cassowary (johnsonii)
Supp,71,Casuarius australis,Australian Cassowary (whole figure),Casuarius casuarius,Casuarius casuarius,Southern Cassowary,high,australis = Southern Cassowary (johnsonii)
Supp,72,Casuarius Bennetti,"Bennett's Cassowary (two heads, nat. size)",Casuarius bennetti,,,high,Dwarf Cassowary; not in BirdNET
Supp,73,Casuarius Bennetti,Bennett's Cassowary (whole figure),Casuarius bennetti,,,high,Dwarf Cassowary; not in BirdNET
Supp,74,Casuarius uniappendiculatus,"One-carunculated Cassowary (head and feet, nat. size)",Casuarius unappendiculatus,,,high,Northern Cassowary; not in BirdNET
Supp,75,Casuarius uniappendiculatus,One-carunculated Cassowary (whole fig.),Casuarius unappendiculatus,,,high,Northern Cassowary; not in BirdNET
Supp,76,Notornis Mantelli,Notornis,Porphyrio hochstetteri,,,high,Notornis mantelli as figured (1850 live South Island bird) = South Island Takahe; not in BirdNET
Supp,77,Actiturus Bartramius,Bartram's Sandpiper,Bartramia longicauda,Bartramia longicauda,Upland Sandpiper,high,Upland Sandpiper
Supp,78,Rallina tricolor,Red-necked Rail,Rallina tricolor,Rallina tricolor,Red-necked Crake,high,Red-necked Crake
Supp,79,Gallinula ruficrissa,Rufous-vented Gallinule,Amaurornis moluccana,Amaurornis moluccana,Pale-vented Bush-hen,high,"Gallinula ruficrissa Gould (Cape River, Qld; allied to Philippine olivacea) = Pale-vented Bush-hen"
Supp,80,Spatula variegata,Variegated Shoveller,Spatula rhynchotis,,,high,variegata = NZ race of Australasian Shoveler; not in BirdNET
Supp,81,Gelochelidon macrotarsa,Great-footed Tern,Gelochelidon macrotarsa,Gelochelidon nilotica,Gull-billed Tern,high,Australian Tern; BirdNET/Clements 2021 lump it in Gull-billed Tern
