volume,plate,leaf,gould_english,gould_latin,text_leaf,survey_tier,modern_sci,form,confidence,birdnet_sci,birdnet_common,ku_id,ku_sci,ku_english,decision,reason
VI,18,80,Heart-spotted Woodpecker,Hemicercus cordatus,yes,probable,Hemicircus canente,,high,Hemicircus canente,Heart-spotted Woodpecker,ku-gould:16013,Hemicircus canente,Heart-spotted Woodpecker,pinned,
VI,19,84,Javan Spotted Woodpecker,Hemicercus concretus,yes,probable,Hemicircus concretus,,high,Hemicircus concretus,Gray-and-buff Woodpecker,ku-gould:16009,Hemicircus concretus,Grey-and-buff Woodpecker,pinned,
VI,20,88,Hartlaub's Spotted Woodpecker,Hemicercus Hartlaubi,yes,none,,,none,,,ku-gould:16005,Hemicircus concretus,Grey-and-buff Woodpecker,left out (no modern name),
VI,21,92,Swinhoe's Pygmy Woodpecker,Iyngipicus scintilliceps,yes,form,Yungipicus canicapillus,subspecies,medium,Yungipicus canicapillus,Gray-capped Pygmy Woodpecker,ku-gould:16001,Dendrocopos canicapillus scintilliceps,Grey-capped Pygmy Woodpecker,left out (form),
VI,22,96,Doerries's Pygmy Woodpecker,Iyngipicus Doerriesi,yes,form,Yungipicus canicapillus,subspecies,medium,Yungipicus canicapillus,Gray-capped Pygmy Woodpecker,ku-gould:15997,Dendrocopos canicapillus doerriesi,Grey-capped Pygmy Woodpecker,left out (form),
VI,23,100,Orange-breasted PyzmyWoodpecker,Iyngipicus aurantiiventris,yes,none,,,none,,,ku-gould:15993,Dendrocopos canicapillus aurantiiventris,Grey-capped Pygmy Woodpecker,left out (no modern name),
VI,24,104,Ramsay's Pygmy Woodpecker,Iyngipicus Ramsayi,yes,none,,,none,,,ku-gould:15989,Dendrocopos maculatus,Philippine Pygmy Woodpecker,left out (no modern name),
VI,25,108,Temminck's Pygmy Woodpecker,Iyngipicus Temmincki,yes,none,,,none,,,ku-gould:15985,Dendrocopos temminckii,Sulawesi Pygmy Woodpecker,left out (no modern name),
VI,26,112,Darjiling Pygmy Woodpecker,Iyngipicus semicoronatus,yes,form,Yungipicus canicapillus,subspecies,medium,Yungipicus canicapillus,Gray-capped Pygmy Woodpecker,ku-gould:15981,Dendrocopos canicapillus semicoronatus,Grey-capped Pygmy Woodpecker,left out (form),
VI,27,116,Grey-headed Pygmy Woodpecker,Iyngipicus canicapillus,yes,probable,Yungipicus canicapillus,,high,Yungipicus canicapillus,Gray-capped Pygmy Woodpecker,ku-gould:15977,Dendrocopos canicapillus canicapillus,Grey-capped Pygmy Woodpecker,pinned,
VI,28,120,Hardwicke's Pygmy Woodpecker,Iyngipicus Hardwickii,yes,form,Yungipicus nanus,subspecies,medium,Yungipicus nanus,Brown-capped Pygmy Woodpecker,ku-gould:15973,Dendrocopos moluccensis hardwickii,Sunda Pygmy Woodpecker,left out (form),
VI,29,124,Malayan Pygmy Woodpecker,Iyngipicus auritus,genus only,none,,,none,,,ku-gould:15969,Dendrocopos canicapillus auritus,Grey-capped Pygmy Woodpecker,left out (no modern name),
VI,30,128,Sonnerat's Pygmy Woodpecker,Iyngipicus maculatus,genus only,not_in_birdnet,,,none,,,ku-gould:15965,Dendrocopos maculatus maculatus,Philippine Pygmy Woodpecker,left out (not in BirdNET),
VI,31,132,Banded Pygmy Woodpecker,Iyngipicus fulvifasciatus,yes,none,,,none,,,ku-gould:15961,Dendrocopos maculatus fulvifasciatus,Philippine Pygmy Woodpecker,left out (no modern name),
VI,32,136,Ceylonese Pygmy Woodpecker,Iyngipicus gymnophthalmus,yes,none,,,none,,,ku-gould:15957,Dendrocopos moluccensis gymnopthalmus,Sunda Pygmy Woodpecker,left out (no modern name),
VI,33,140,Travancore Pygmy Woodpecker,Iyngipicus peninsularis,yes,none,,,none,,,ku-gould:15953,Dendrocopos moluccensis,Sunda Pygmy Woodpecker,left out (no modern name),
VI,34,144,Vigors's Pygmy Woodpecker,Iyngipicus nanus,yes,probable,Yungipicus nanus,,high,Yungipicus nanus,Brown-capped Pygmy Woodpecker,ku-gould:15949,Dendrocopos moluccensis nanus,Sunda Pygmy Woodpecker,pinned,
VI,35,148,Formosan Green Woodpecker,Gecinus Tancolo,yes,form,Picus canus,subspecies,medium,Picus canus,Gray-headed Woodpecker,ku-gould:15945,Picus canus tancolo,Grey-headed Woodpecker,left out (form),
VI,36,152,Yellow-naped Woodpecker,Chrysophlegma flavinucha,yes,exact,Chrysophlegma flavinucha,,high,Chrysophlegma flavinucha,Greater Yellownape,ku-gould:15941,Picus flavinucha,Greater Yellownape,pinned,
VI,37,156,Negros Yellow-faced Woodpecker,Chrysocolaptes xanthocephalus,yes,not_in_birdnet,,,none,,,ku-gould:15937,Chrysocolaptes lucidus xanthocephalus,Greater Goldenback,left out (not in BirdNET),
VI,38,160,Indian Wryneck,Yunx Indica,yes,form,Jynx torquilla,subspecies,medium,Jynx torquilla,Eurasian Wryneck,ku-gould:15933,Jynx torquilla,Eurasian Wryneck,left out (form),
VI,39,164,Speckled Piculet,Vivia innominata,genus only,probable,Picumnus innominatus,,high,Picumnus innominatus,Speckled Piculet,ku-gould:15929,Picumnus innominatus,Speckled Piculet,pinned,
VI,40,168,Rufous Piculet,Sasia ochracea,yes,exact,Sasia ochracea,,high,Sasia ochracea,White-browed Piculet,ku-gould:15925,Sasia ochracea,White-browed Piculet,pinned,
VI,41,172,Malayan Piculet,Sasia abnormis,yes,exact,Sasia abnormis,,high,Sasia abnormis,Rufous Piculet,ku-gould:15921,Sasia abnormis,Rufous Piculet,pinned,
VI,42,176,Powerful Cuckoo,Cuculus strenuus,yes,form,Hierococcyx sparverioides,subspecies,medium,Hierococcyx sparverioides,Large Hawk-Cuckoo,ku-gould:15917,Cuculus sparverioides,Cuculus sparverioides,left out (form),
VI,43,180,Rufous-bellied Cuckoo,Cuculus hyperythrus,yes,probable,Hierococcyx hyperythrus,,high,Hierococcyx hyperythrus,Northern Hawk-Cuckoo,ku-gould:15913,Cuculus hyperythrus,Cuculus hyperythrus,pinned,
VI,44,184,Hairy-browed Cuckoo,Dasylophus superciliosus,yes,none,,,none,,,ku-gould:15909,Dasylophus superciliosus,Rough-crested Malkoha,left out (no modern name),
VI,45,188,Curl-crested Cuckoo,Lepidogrammus Cumingi,yes,probable,Dasylophus cumingi,,high,Dasylophus cumingi,Scale-feathered Malkoha,ku-gould:15905,Lepidogrammus cumingi,Scale-feathered Malkoha,pinned,
VI,46,192,Emerald Cuckoo,Chalcites Hodgsoni,genus only,probable,Chrysococcyx maculatus,,high,Chrysococcyx maculatus,Asian Emerald Cuckoo,ku-gould:15901,Chrysococcyx maculatus,Asian Emerald Cuckoo,pinned,
VI,47,196,Amethystine Cuckoo,Chalcites xanthorhynchus,yes,probable,Chrysococcyx xanthorhynchus,,high,Chrysococcyx xanthorhynchus,Violet Cuckoo,ku-gould:15897,Chrysococcyx xanthorhynchus,Violet Cuckoo,pinned,
VI,48,200,Yellow-rumped Honey-guide,Indicator xanthonotus,yes,not_in_birdnet,,,none,,,ku-gould:15893,Indicator xanthonotus,Yellow-rumped Honeyguide,left out (not in BirdNET),
VI,49,204,Embroidered Barbet,Megalaema nuchalis,yes,probable,Psilopogon nuchalis,,high,Psilopogon nuchalis,Taiwan Barbet,ku-gould:15889,Megalaima oorti nuchalis,Black-browed Barbet,pinned,
VI,50,208,Franklin's Barbet,Megalaema Franklinii,yes,probable,Psilopogon franklinii,,high,Psilopogon franklinii,Golden-throated Barbet,ku-gould:15885,Megalaima franklinii,Golden-throated Barbet,pinned,
VI,51,212,Red-breasted Pigeon,Phlogoenas cruenta,genus only,none,,,none,,,ku-gould:15881,Gallicolumba luzonica,Luzon Bleeding-heart,left out (no modern name),
VI,52,216,Maroon-breasted Pigeon,Phlogoenas crinigera,genus only,not_in_birdnet,,,none,,,ku-gould:15877,Gallicolumba crinigera,Mindanao Bleeding-heart,left out (not in BirdNET),
VI,53,220,Otidiphaps,Otidiphaps nobilis,yes,exact,Otidiphaps nobilis,,high,Otidiphaps nobilis,Pheasant Pigeon,ku-gould:15873,Otidiphaps nobilis,Pheasant Pigeon,pinned,
VI,54,224,Mongolian Rock-Pigeon,Columba rupestris,yes,not_in_birdnet,,,none,,,ku-gould:15869,Columba rupestris,Hill Pigeon,left out (not in BirdNET),
VI,55,228,White-bellied Pigeon,Columba leuconota,yes,not_in_birdnet,,,none,,,ku-gould:15865,Columba leuconota,Snow Pigeon,left out (not in BirdNET),
VI,56,232,Indian Rock-Pigeon,Columba intermedia,yes,form,Columba livia,subspecies,medium,Columba livia,Rock Pigeon,ku-gould:15861,Columba livia intermedia,"Common Pigeon, Paloma domﾎstica, pigeon biset, Rock Dove, Rock Pigeon",left out (form),
VI,57,236,Elphinstone's Wood-Pigeon,Palumbus Elphinstonei,yes,not_in_birdnet,,,none,,,ku-gould:15857,Columba elphinstonii,Nilgiri Wood Pigeon,left out (not in BirdNET),
VI,58,240,Collared Wood-Pigeon,Palumbus pulchricollis,genus only,not_in_birdnet,,,none,,,ku-gould:15853,Columba pulchricollis,Ashy Wood Pigeon,left out (not in BirdNET),
VI,59,244,Branded Pigeon,Phlogoenas tristigmata,yes,not_in_birdnet,,,none,,,ku-gould:15849,Gallicolumba tristigmata,Sulawesi Ground Dove,left out (not in BirdNET),
VI,60,248,Pallas's Sand-Grouse,Syrrhaptes paradoxus,yes,exact,Syrrhaptes paradoxus,,high,Syrrhaptes paradoxus,Pallas's Sandgrouse,ku-gould:15845,Syrrhaptes paradoxus,Pallas's Sandgrous,pinned,
VI,61,252,Tibetian Short-toed Sand-Grouse,Syrrhaptes Tibetanus,yes,not_in_birdnet,,,none,,,ku-gould:15841,Syrrhaptes tibetanus,Tibetan Sandgrouse,left out (not in BirdNET),
VI,62,256,Spotted Sand-Grouse,Pterocles guttatus,yes,unsure,Pterocles senegallus,,judged,Pterocles senegallus,Spotted Sandgrouse,ku-gould:15837,Pterocles gutturalis,Yellow-throated Sandgrouse,pinned (review),"the plate: orange face, grey neck, no black collar; guttatus is its synonym"
VI,63,260,Coronetted Sand-Grouse,Pterocles coronatus,yes,not_in_birdnet,,,none,,,ku-gould:15833,Pterocles coronatus,Crowned Sandgrouse,left out (not in BirdNET),
VI,64,264,Whistling Sand-Grouse,Pterocles exustus,yes,exact,Pterocles exustus,,high,Pterocles exustus,Chestnut-bellied Sandgrouse,ku-gould:15829,Pterocles exustus,Chestnut-bellied Sandgrouse,pinned,
VI,65,268,Banded Sand-Grouse,Pterocles fasciatus,yes,not_in_birdnet,,,none,,,ku-gould:15825,Pterocles indicus,Painted Sandgrouse,left out (not in BirdNET),
VI,66,272,Georgian Black Grouse,Tetrao Mlokosiewiczi,yes,not_in_birdnet,,,none,,,ku-gould:15821,Lyrurus tetrix,"Black Grouse, Eurasian Black Grouse",left out (not in BirdNET),
VI,67,276,Ceylon Spur-Fowl,Galloperdix Zeylonicus,yes,probable,Galloperdix bicalcarata,,high,Galloperdix bicalcarata,Sri Lanka Spurfowl,ku-gould:15817,Galloperdix bicalcarata,"Ceylon Spurfowl, Sri Lanka Spurfowl",pinned,
VI,68,280,Rufous Spur-Fowl,Galloperdix spadiceus,yes,probable,Galloperdix spadicea,,high,Galloperdix spadicea,Red Spurfowl,ku-gould:15813,Galloperdix spadicea,Red Spurfowl,pinned,
VI,69,284,Painted Spur-Fowl,Galloperdix lunulosa,yes,not_in_birdnet,,,none,,,ku-gould:15809,Galloperdix lunulata,Painted Spurfowl,left out (not in BirdNET),
VI,70,288,Crimson-breasted Partridge,Hematortyx sanguiniceps,yes,probable,Haematortyx sanguiniceps,,high,Haematortyx sanguiniceps,Crimson-headed Partridge,ku-gould:15805,Haematortyx sanguiniceps,Crimson-headed Partridge,pinned,
VI,71,292,Rufous-breasted Bamboo-Partridge,Bambusicola hyperythra,yes,probable,Arborophila hyperythra,,high,Arborophila hyperythra,Red-breasted Partridge,ku-gould:15801,Arborophila hyperythra,"Red-breasted Hill Partridge, Red-breasted Partridge",pinned,
VI,72,296,Formosan Bamboo-Partridge,Bambusicola sonorivox,yes,exact,Bambusicola sonorivox,,high,Bambusicola sonorivox,Taiwan Bamboo-Partridge,ku-gould:15797,Bambusicola thoracicus sonorivox,Bambusicola thoracicus sonorivox,pinned,
VI,73,300,Bearded Partridge,Perdix barbata,yes,none,,,none,,,ku-gould:15793,Dendrortyx barbatus,"Bearded Wood Partridge, Bearded Wood-Partridge, Codorniz-coluda veracruzana",left out (no modern name),
VI,74,304,Thibet Partridge,Perdix Hodgsoniae,yes,not_in_birdnet,,,none,,,ku-gould:15789,Perdix hodgsoniae,Tibetan Partridge,left out (not in BirdNET),
VI,75,308,Lerwa Partridge,Lerwa nivicola,yes,not_in_birdnet,,,none,,,ku-gould:15785,Lerwa lerwa,Snow Partridge,left out (not in BirdNET),
VII,1,12,Bonham's Sand-Partridge,Ammoperdix Bonhami,yes,not_in_birdnet,,,none,,,ku-gould:15763,Ammoperdix griseogularis,See-see Partridge,left out (not in BirdNET),
VII,2,16,Hey's Sand-Partridge,Ammoperdix Heyi,yes,not_in_birdnet,,,none,,,ku-gould:15759,Ammoperdix heyi,Sand Partridge,left out (not in BirdNET),
VII,3,20,Little Red-billed Partridge,Microperdix erythrorhyncha,yes,probable,Perdicula erythrorhyncha,,high,Perdicula erythrorhyncha,Painted Bush-Quail,ku-gould:15755,Perdicula erythrorhyncha,Painted Bush Quail,pinned,
VII,4,24,Asiatic Bush-Quail,Perdicula Asiatica,yes,exact,Perdicula asiatica,,high,Perdicula asiatica,Jungle Bush-Quail,ku-gould:15751,Perdicula asiatica,Jungle Bush Quail,pinned,
VII,5,28,Argoondah Bush-Quail,Perdicula Argoondah,yes,exact,Perdicula argoondah,,high,Perdicula argoondah,Rock Bush-Quail,ku-gould:15747,Perdicula argoondah,Rock Bush Quail,pinned,
VII,6,32,Chinese Quail,Excalfactoria Chinensis,yes,probable,Synoicus chinensis,,high,Synoicus chinensis,Blue-breasted Quail,ku-gould:15743,Coturnix chinensis,"Blue-breasted Quail, King Quail",pinned,
VII,7,36,Minute Quail,Excalfactoria minima,yes,form,Synoicus chinensis,subspecies,medium,Synoicus chinensis,Blue-breasted Quail,ku-gould:15739,Coturnix chinensis,"Blue-breasted Quail, King Quail",left out (form),
VII,8,40,Slate-coloured Partridge,Malacoturnix superciliosus,yes,not_in_birdnet,,,none,,,ku-gould:15735,Ophrysia superciliosa,Himalayan Quail,left out (not in BirdNET),
VII,9,44,Coromandel Quail,Coturnix Coromandelicus,yes,probable,Coturnix coromandelica,,high,Coturnix coromandelica,Rain Quail,ku-gould:15731,Coturnix coromandelica,Rain Quail,pinned,
VII,10,48,Little Hemipode,Turnix Dussumieri,yes,form,Turnix sylvaticus,subspecies,medium,Turnix sylvaticus,Small Buttonquail,ku-gould:15727,Turnix sylvaticus dussumier,"Common Buttonquail, Kurrichane Buttonquail",left out (form),
VII,11,52,Fasciated Hemipode,Turnix fasciatus,yes,form,Turnix suscitator,subspecies,medium,Turnix suscitator,Barred Buttonquail,ku-gould:15723,Turnix suscitator fasciatus,Barred Buttonquail,left out (form),
VII,12,56,Chestnut-tailed Lobed Pheasant,Lobiophasis castaneicaudatus,yes,none,,,none,,,ku-gould:15719,Lophura bulweri,Bulwer's Pheasant,left out (no modern name),
VII,13,60,Bulwer's Pheasant,Lobiophasis Bulweri,yes,not_in_birdnet,,,none,,,ku-gould:15715,Lophura bulweri,Bulwer's Pheasant,left out (not in BirdNET),
VII,14,64,Lineated Pheasant,Euplocamus lineatus,yes,form,Lophura leucomelanos,subspecies,medium,Lophura leucomelanos,Kalij Pheasant,ku-gould:15711,Lophura nycthemera lineata,Silver Pheasant,left out (form),
VII,15,68,Vieillot's Fireback,Euplocamus Vieilloti,yes,none,,,none,,,ku-gould:15707,Chrysolophus pictus,Golden Pheasant,left out (no modern name),
VII,16,72,Swinhoe's Fireback,Euplocamus Swinhoii,yes,not_in_birdnet,,,none,,,ku-gould:15703,Lophura swinhoii,Swinhoe's Pheasant,left out (not in BirdNET),
VII,17,76,Pencilled Pheasant,Gennaeus nycthemerus,yes,not_in_birdnet,,,none,,,ku-gould:15699,Lophura nycthemera,Silver Pheasant,left out (not in BirdNET),
VII,18,80,Cheer,Catreus Wallichii,yes,exact,Catreus wallichii,,high,Catreus wallichii,Cheer Pheasant,ku-gould:15695,Catreus wallichii,Cheer Pheasant,pinned,
VII,19,84,Golden Pheasant,Thaumalea picta,genus only,probable,Chrysolophus pictus,,high,Chrysolophus pictus,Golden Pheasant,ku-gould:15691,Chrysolophus pictus,Golden Pheasant,pinned,
VII,20,88,Lady Amherst's Pheasant,Thaumalea Amherstiae,yes,probable,Chrysolophus amherstiae,,high,Chrysolophus amherstiae,Lady Amherst's Pheasant,ku-gould:15687,Chrysolophus amherstiae,Lady Amherst's Pheasant,pinned,
VII,21,92,Siamese Fireback,Diardigallus praelatus,yes,not_in_birdnet,,,none,,,ku-gould:15683,Lophura diardi,Siamese Fireback,left out (not in BirdNET),
VII,22,96,Chinese Crossoptilon,Crossoptilon auritum,yes,not_in_birdnet,,,none,,,ku-gould:15679,Crossoptilon auritum,"Blue Eared Pheasant, White Eared Pheasant",left out (not in BirdNET),
VII,23,100,Elliot's Pheasant,Calophasis Ellioti,yes,not_in_birdnet,,,none,,,ku-gould:15675,Perdicula argoondah,Rock Bush Quail,left out (not in BirdNET),
VII,24,104,Chinese Pucras Pheasant,Pucrasia xanthospila,yes,form,Pucrasia macrolopha,subspecies,medium,Pucrasia macrolopha,Koklass Pheasant,ku-gould:15671,Pucrasia macrolopha xanthospila,Koklass Pheasant,left out (form),
VII,25,108,Darwin's Pucras Pheasant,Pucrasia Darwini,yes,form,Pucrasia macrolopha,subspecies,medium,Pucrasia macrolopha,Koklass Pheasant,ku-gould:15667,Pucrasia macrolopha darwini,Koklass Pheasant,left out (form),
VII,26,112,Himalayan Pucras Pheasant,Pucrasia macrolopha,yes,exact,Pucrasia macrolopha,,high,Pucrasia macrolopha,Koklass Pheasant,ku-gould:15663,Pucrasia macrolopha,Koklass Pheasant,pinned,
VII,27,116,Kafiristan Pucras Pheasant,Pucrasia castanea,yes,form,Pucrasia macrolopha,subspecies,medium,Pucrasia macrolopha,Koklass Pheasant,ku-gould:15659,Pucrasia macrolopha castanea,Koklass Pheasant,left out (form),
VII,28,120,Nepaul Pucras Pheasant,Pucrasia Nipalensis,yes,form,Pucrasia macrolopha,subspecies,medium,Pucrasia macrolopha,Koklass Pheasant,ku-gould:15655,Pucrasia macrolopha nipalensis,Koklass Pheasant,left out (form),
VII,29,124,Caspian Snow-Partridge,Tetraogallus Caspius,yes,not_in_birdnet,,,none,,,ku-gould:15651,Tetraogallus caspius,Caspian Snowcock,left out (not in BirdNET),
VII,30,128,Himalayan Snow-Partridge,Tetraogallus Himalayensis,yes,not_in_birdnet,,,none,,,ku-gould:15647,Tetraogallus himalayensis,Himalayan Snowcock,left out (not in BirdNET),
VII,31,132,Altaic Snow-Partridge,Tetraogallus Altaicus,yes,not_in_birdnet,,,none,,,ku-gould:15643,Tetraogallus altaicus,Altai Snowcock,left out (not in BirdNET),
VII,32,136,Tibetan Snow-Partridge,Tetraogallus Tibetanus,yes,exact,Tetraogallus tibetanus,,high,Tetraogallus tibetanus,Tibetan Snowcock,ku-gould:15639,Tetraogallus tibetanus,Tibetan Snowcock,pinned,
VII,33,140,Reeves's Pheasant,Phasianus Reevesii,yes,not_in_birdnet,,,none,,,ku-gould:15635,Syrmaticus reevesii,Reeves's Pheasant,left out (not in BirdNET),
VII,34,144,Common Pheasant,Phasianus colchicus,yes,exact,Phasianus colchicus,,high,,,ku-gould:15631,Phasianus colchicus,"Common Pheasant, Ring-necked Pheasant, faisan de chasse, Fais‡n de collar",left out,nominate colchicus; the pheasant is VII.39 (one plate per species)
VII,35,148,Shaw's Pheasant,Phasianus Shawii,yes,form,Phasianus colchicus,subspecies,medium,Phasianus colchicus,Ring-necked Pheasant,ku-gould:15627,Phasianus colchicus shawii,"Common Pheasant, Ring-necked Pheasant, faisan de chasse, Fais‡n de collar",left out (form),
VII,36,152,Oxus Pheasant,Phasianus chrysomelas,yes,form,Phasianus colchicus,subspecies,medium,Phasianus colchicus,Ring-necked Pheasant,ku-gould:15623,Phasianus colchicus chrysomelas,"Common Pheasant, Ring-necked Pheasant, faisan de chasse, Fais‡n de collar",left out (form),
VII,37,156,Sommering's Pheasant,Phasianus Soemmeringii,genus only,not_in_birdnet,,,none,,,ku-gould:15619,Syrmaticus soemmerringii,Copper Pheasant,left out (not in BirdNET),
VII,38,160,Sparkling Pheasant,Phasianus scintillans,yes,none,,,none,,,ku-gould:15615,Syrmaticus soemmerringii scintillans,Copper Pheasant,left out (no modern name),
VII,39,164,Chinese Ring-necked Pheasant,Phasianus torquatus,yes,form,Phasianus colchicus,subspecies,judged,Phasianus colchicus,Ring-necked Pheasant,ku-gould:15611,Phasianus colchicus torquatus,"Common Pheasant, Ring-necked Pheasant, faisan de chasse, Fais‡n de collar",pinned,the ringed stock introduced to North America; the one form pinned on purpose (Wells)
VII,40,168,Japanese Pheasant,Phasianus versicolor,yes,not_in_birdnet,,,none,,,ku-gould:15607,Phasianus versicolor,Green Pheasant,left out (not in BirdNET),
VII,41,172,Mongolian Pheasant,Phasianus Mongolicus,yes,form,Phasianus colchicus,subspecies,medium,Phasianus colchicus,Ring-necked Pheasant,ku-gould:15603,Phasianus colchicus mongolicus,"Common Pheasant, Ring-necked Pheasant, faisan de chasse, Fais‡n de collar",left out (form),
VII,42,176,Geoffroy's Francolin,Ithaginis Geoffroyi,yes,form,Ithaginis cruentus,subspecies,medium,Ithaginis cruentus,Blood Pheasant,ku-gould:15599,Ithaginis cruentus geoffroyi,Blood Pheasant,left out (form),
VII,43,180,Sanguine Francolin,Ithaginis cruentus,yes,exact,Ithaginis cruentus,,high,Ithaginis cruentus,Blood Pheasant,ku-gould:15595,Ithaginis cruentus,Blood Pheasant,pinned,
VII,44,184,Mou-pin Snow-Partridge,Tetraophasis obscurus,yes,not_in_birdnet,,,none,,,ku-gould:15591,Tetraophasis obscurus,"Verreaux's Monal Partridge, Verreaux's Monal-Partridge",left out (not in BirdNET),
VII,45,188,Western Horned Pheasant,Ceriornis melanocephala,yes,not_in_birdnet,,,none,,,ku-gould:15587,Tragopan melanocephalus,"Western Tragopan, Western Tragopan Pheasant",left out (not in BirdNET),
VII,46,192,Temminck's Horned Pheasant,Ceriornis Temmincki,yes,not_in_birdnet,,,none,,,ku-gould:15583,Tragopan temminckii,Temminck's Tragopan,left out (not in BirdNET),
VII,47,196,Blyth's Horned Pheasant,Ceriornis Blythi,yes,not_in_birdnet,,,none,,,ku-gould:15579,Tragopan blythii,"Blyth's Tragopan, Blyth's Tragopan Pheasant",left out (not in BirdNET),
VII,48,200,Dr. Cabot's Horned Pheasant,Ceriornis Caboti,yes,not_in_birdnet,,,none,,,ku-gould:15575,Tragopan caboti,"Cabot's Tragopan, Cabot's Tragopan Pheasant",left out (not in BirdNET),
VII,49,204,Nipaulese Horned Pheasant,Ceriornis Satyra,yes,not_in_birdnet,,,none,,,ku-gould:15571,Tragopan satyra,Satyr Tragopan,left out (not in BirdNET),
VII,50,208,Assam Peacock Pheasant,Polyplectron chinquis,yes,form,Polyplectron bicalcaratum,subspecies,medium,Polyplectron bicalcaratum,Gray Peacock-Pheasant,ku-gould:15567,Polyplectron bicalcaratum,Grey Peacock-Pheasant,left out (form),
VII,51,212,Malayan Peacock Pheasant,Polyplectron bicalcaratum,yes,exact,Polyplectron bicalcaratum,,high,Polyplectron bicalcaratum,Gray Peacock-Pheasant,ku-gould:15563,Polyplectron bicalcaratum,Grey Peacock-Pheasant,pinned,
VII,52,216,Argus Pheasant,Argusianus argus,yes,exact,Argusianus argus,,high,Argusianus argus,Great Argus,ku-gould:15559,Argusianus argus,Great Argus,pinned,
VII,53,220,Monaul,Lophophorus Impeyanus,yes,probable,Lophophorus impejanus,,high,Lophophorus impejanus,Himalayan Monal,ku-gould:15555,Lophophorus impejanus,Himalayan Monal,pinned,
VII,54,224,De L'Huys's Monaul,Lophophorus l'Huysi,yes,not_in_birdnet,,,none,,,ku-gould:15551,Lophophorus lhuysii,Chinese Monal,left out (not in BirdNET),
VII,55,228,Sclater's Monaul,Chalcophasis Sclateri,yes,not_in_birdnet,,,none,,,ku-gould:15547,Lophophorus sclateri,"Sclater's Monal, Sclater's Monal Pheasant",left out (not in BirdNET),
VII,56,232,Sonnerat's Jungle-fowl,Gallus Sonnerati,yes,probable,Gallus sonneratii,,high,Gallus sonneratii,Gray Junglefowl,ku-gould:15543,Gallus sonneratii,Grey Junglefowl,pinned,
VII,57,236,Lesser Florikin,Sypheotides auritus,genus only,not_in_birdnet,,,none,,,ku-gould:15539,Sypheotides indicus,Lesser florikin,left out (not in BirdNET),
VII,58,240,MacQueen's Bustard,Otis MacQueeni,yes,not_in_birdnet,,,none,,,ku-gould:15535,Chlamydotis macqueenii,Macqueen's Bustard,left out (not in BirdNET),
VII,59,244,Rosy Tantalus,Tantalus leucocephalus,yes,probable,Mycteria leucocephala,,high,Mycteria leucocephala,Painted Stork,ku-gould:15531,Mycteria leucocephala,Painted Stork,pinned,
VII,60,248,Rufescent Curlew,Numenius rufescens,yes,unsure,Numenius madagascariensis,,judged,Numenius madagascariensis,Far Eastern Curlew,ku-gould:15527,Numenius arquata,Eurasian Curlew,pinned (review),rufescens Gould is the Far Eastern Curlew; the survey read Eurasian
VII,61,252,Red-billed Erolia (Ibisbill),Ibidorhynchus Struthersi,yes,probable,Ibidorhyncha struthersii,,high,Ibidorhyncha struthersii,Ibisbill,ku-gould:15523,Ibidorhyncha struthersii,Ibisbill,pinned,
VII,62,256,Zic-zac,Pluvianus Aegyptius,yes,not_in_birdnet,,,none,,,ku-gould:15519,Pluvianus a egyptius,Egyptian Plover,left out (not in BirdNET),
VII,63,260,Black-winged Pratincole,Glareola melanoptera,yes,unsure,Glareola nordmanni,,high,,,ku-gould:15515,"Glareola nordmanni Fischer, 1842","Glareola nordmanni Fischer, 1842",left out,"Black-winged Pratincole (Glareola nordmanni, KU), not in BirdNET; the survey's Oriental Pratincole is wrong"
VII,64,264,Cinereous Pratincole,Glareola lactea,yes,exact,Glareola lactea,,high,Glareola lactea,Small Pratincole,ku-gould:15511,Glareola lactea,Small Pratincole,pinned,
VII,65,268,Indian Courser,Cursorius Coromandelicus,yes,not_in_birdnet,,,none,,,ku-gould:15507,Cursorius coromandelicus,Indian Courser,left out (not in BirdNET),
VII,66,272,Spoon-billed Sandpiper,Eurinorhynchus pygmaeus,genus only,probable,Calidris pygmaea,,high,Calidris pygmaea,Spoon-billed Sandpiper,ku-gould:15503,Chrysolophus amherstiae,Lady Amherst's Pheasant,pinned,
VII,67,276,White-breasted Water-hen,Gallinula phoenicura,yes,probable,Amaurornis phoenicurus,,high,Amaurornis phoenicurus,White-breasted Waterhen,ku-gould:15499,Amaurornis phoenicurus,White-breasted Waterhen,pinned,
VII,68,280,Chinese Jacana,Hydrophasianus Sinensis,yes,probable,Hydrophasianus chirurgus,,high,Hydrophasianus chirurgus,Pheasant-tailed Jacana,ku-gould:15495,Hydrophasianus chirurgus,Pheasant-tailed Jacana,pinned,
VII,69,284,Mandarin Duck,Aix galericulata,yes,exact,Aix galericulata,,high,Aix galericulata,Mandarin Duck,ku-gould:15491,Aix galericulata,Mandarin Duck,pinned,
VII,70,288,Black-bellied Tern,Sterna melanogaster,yes,not_in_birdnet,,,none,,,ku-gould:15487,Sterna acuticauda,Black-bellied Tern,left out (not in BirdNET),
VII,71,292,Kurile Guillemot,Uria Carbo,yes,not_in_birdnet,,,none,,,ku-gould:15483,Cepphus carbo,Spectacled Guillemot,left out (not in BirdNET),
