volume,plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
VII,5,,Pygmy Goose,Nettapus coromandelianus,Nettapus coromandelianus,Cotton Pygmy-Goose,copgoo1,eBird/Clements 2025,Q839532,2498310,90AAE188290B503E,Nettapus coromandelianus_Cotton Pygmy-Goose,,high,yes,Cotton Pygmy-Goose (albipennis),List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,6,,Black Swan,Cygnus atratus,Cygnus atratus,Black Swan,blkswa,eBird/Clements 2025,Q131044,2498344,46B54DB1D4CF50D3,Cygnus atratus_Black Swan,,high,yes,Black Swan,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,7,,Chestnut-coloured Shieldrake,Casarca tadornoides,Tadorna tadornoides,Australian Shelduck,ausshe1,eBird/Clements 2025,Q761809,2498007,FF1439E472DBFDC1,Tadorna tadornoides_Australian Shelduck,,high,yes,Casarca = Australian Shelduck,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,8,,Radjah Shieldrake,Tadorna radjah,Radjah radjah,Radjah Shelduck,radshe1,eBird/Clements 2025,Q28125248,9647688,13B373F3DF9208DE,Radjah radjah_Radjah Shelduck,,high,no,Radjah Shelduck,List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,9,,Australian Wild Duck,Anas superciliosa,Anas superciliosa,Pacific Black Duck,pabduc1,eBird/Clements 2025,Q757271,2498084,07479AD998AA586D,Anas superciliosa_Pacific Black Duck,,high,yes,Pacific Black Duck,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,10,,Freckled Duck,Anas naevosa,Stictonetta naevosa,Freckled Duck,freduc1,eBird/Clements 2025,Q382321,2498226,E93960AB9D07F4CC,,,high,yes,Freckled Duck; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,11,,Chestnut-breasted Duck,Anas punctata,Anas castanea,Chestnut Teal,chetea1,eBird/Clements 2025,Q589750,2498097,DBF66606B2D59CD1,Anas castanea_Chestnut Teal,,high,yes,punctata = Chestnut Teal,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,12,,Australian Shoveller,Spatula rhynchotis,Spatula rhynchotis,Australasian Shoveler,aussho1,eBird/Clements 2025,Q28106912,9288935,A21E76459E57408F,,,high,yes,Australasian Shoveler; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,13,,Membranaceous Duck,Malacorhynchus membranaceus,Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,eBird/Clements 2025,Q917578,5232435,FE03DD1E0BE0D9E5,Malacorhynchus membranaceus_Pink-eared Duck,,high,yes,Pink-eared Duck,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,14,,Whistling Duck,Dendrocygna arcuata,Dendrocygna arcuata,Wandering Whistling-Duck,wawduc1,eBird/Clements 2025,Q519946,2498398,69D272A6383A8329,Dendrocygna arcuata_Wandering Whistling-Duck,,high,no,Wandering Whistling-Duck,List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,15,,Eyton's Duck,Leptotarsis Eytoni,Dendrocygna eytoni,Plumed Whistling-Duck,plwduc1,eBird/Clements 2025,Q917586,2498405,A467AD007FE8BFF3,Dendrocygna eytoni_Plumed Whistling-Duck,,high,yes,Leptotarsis eytoni = Plumed Whistling-Duck,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,16,,White-eyed Duck,Nyroca australis,Aythya australis,Hardhead,wheduc1,eBird/Clements 2025,Q781886,2498269,ABEF107CAB6BE33B,,,high,yes,Hardhead; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,17,,Blue-billed Duck,Erismatura australis,Oxyura australis,Blue-billed Duck,blbduc1,eBird/Clements 2025,Q783071,5232471,672BA2DACFB6047F,,,high,yes,Blue-billed Duck; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,18,,Musk Duck,Biziura lobata,Biziura lobata,Musk Duck,musduc1,eBird/Clements 2025,Q917356,2498187,623B61C4808117F5,Biziura lobata_Musk Duck,,high,no,Musk Duck,List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,19,,Pacific Gull,Larus pacificus,Larus pacificus,Pacific Gull,pacgul1,eBird/Clements 2025,Q619065,2481147,,,,high,yes,Pacific Gull; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,20,,Jameson's Gull,Xema Jamesonii,Chroicocephalus novaehollandiae,Silver Gull,silgul2,eBird/Clements 2025,,,,Chroicocephalus novaehollandiae_Silver Gull,,high,yes,Xema jamesonii = Silver Gull,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,21,,Skua Gull,Lestris catarractes,Stercorarius antarcticus,Brown Skua,brnsku3,eBird/Clements 2025,Q18987,2481622,4D5D2BC3F80BD645,Stercorarius antarcticus_Brown Skua,,low,yes,Gould's 'Lestris catarractes' is the Great Skua by name and synonymy but described from Southern Ocean ship-followers (Brown Skua); figure's source unknown,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,22,,Powerful Tern,Sylochelidon strenuus,Hydroprogne caspia,Caspian Tern,caster1,eBird/Clements 2025,Q27129,2481236,BC06BC0D1056BC7B,Hydroprogne caspia_Caspian Tern,,high,yes,Sylochelidon strenuus = Caspian Tern,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,23,,Torres' Straits Tern,Thalasseus pelecanoides,Thalasseus bergii,Great Crested Tern,grcter1,eBird/Clements 2025,Q18866,5789283,526978C4A16D3750,Thalasseus bergii_Great Crested Tern,,high,yes,pelecanoides = Greater Crested Tern,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,24,,Bass's Straits Tern,Thalasseus poliocercus,Thalasseus bergii,Great Crested Tern,grcter1,eBird/Clements 2025,Q18866,5789283,526978C4A16D3750,Thalasseus bergii_Great Crested Tern,,high,yes,poliocercus = Greater Crested Tern (S race),List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,25,,Torres' Tern,Thalasseus Torresii,Thalasseus bengalensis,Lesser Crested Tern,lecter2,eBird/Clements 2025,Q18839,6065833,D01CDECDCA736E26,Thalasseus bengalensis_Lesser Crested Tern,,high,yes,torresii = Lesser Crested Tern,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,26,,Black-billed Tern,Sterna melanorhyncha,Sterna striata,White-fronted Tern,whfter1,eBird/Clements 2025,Q28698,5229233,E1F9123B005AE4AA,Sterna striata_White-fronted Tern,,high,yes,"melanorhyncha Gould (= velox; Tasmanian waters, winter plumage) = White-fronted Tern (replacement name sanctipauli)",List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,27,,Graceful Tern,Sterna gracilis,Sterna dougallii,Roseate Tern,roster,eBird/Clements 2025,Q321293,5229249,74236837A4AFD042,Sterna dougallii_Roseate Tern,,high,yes,gracilis = Roseate Tern,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,28,,Black-naped Tern,Sterna melanauchen,Sterna sumatrana,Black-naped Tern,blnter1,eBird/Clements 2025,Q28505,5229214,9D6704AC5D349A16,Sterna sumatrana_Black-naped Tern,,high,yes,melanauchen = Black-naped Tern,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,29,,Australian Little Tern,Sternula nereis,Sternula nereis,Australian Fairy Tern,faiter2,eBird/Clements 2025,Q76328,5846423,67D8B0BA833A923A,,,high,yes,Australian Fairy Tern; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,30,,White Tern,Gygis candida,Gygis alba,Atlantic White-Tern,whiter3,eBird/Clements 2025,Q27608848,7192430,,Gygis alba_White Tern,,high,yes,candida = White Tern,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,31,,Marsh Tern,Hydrochelidon fluviatilis,Chlidonias hybrida,Whiskered Tern,whiter2,eBird/Clements 2025,Q233616,2481121,7AB4E42B260B5954,Chlidonias hybrida_Whiskered Tern,,high,yes,Hydrochelidon fluviatilis Gould = Whiskered Tern,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,32,,Sooty Tern,Onychoprion fuliginosus,Onychoprion fuscatus,Sooty Tern,sooter1,eBird/Clements 2025,Q28482,5789284,3E7F825D03C0DC3E,Onychoprion fuscatus_Sooty Tern,,high,yes,Sooty Tern,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,33,,Panayan Tern,Onychoprion panaya,Onychoprion anaethetus,Bridled Tern,briter1,eBird/Clements 2025,Q28490,5789286,E6518B9D5C802F2A,Onychoprion anaethetus_Bridled Tern,,high,yes,panaya = Bridled Tern,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,34,,Noddy Tern,Anous stolidus,Anous stolidus,Brown Noddy,brnnod,eBird/Clements 2025,Q525717,2481113,A070171E774B95B5,Anous stolidus_Brown Noddy,,high,yes,Brown Noddy,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,35,,Lesser Noddy,Anous melanops,Anous tenuirostris,Lesser Noddy,lesnod1,eBird/Clements 2025,Q941644,2481112,03F9EB153E1DD50C,Anous tenuirostris_Lesser Noddy,,high,yes,melanops Gould = Abrolhos race of Lesser Noddy,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,36,,White-capped Tern,Anous leucocapillus,Anous minutus,Black Noddy,blknod,eBird/Clements 2025,Q1273772,2481115,C67DCF31BFAC9C63,Anous minutus_Black Noddy,,high,yes,leucocapillus = Black Noddy,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,37,,Grey Noddy,Anous cinereus,Anous albivitta,Gray Noddy,grynod1,eBird/Clements 2025,,,26DE68F8C74A449F,,,high,yes,cinereus = Grey Noddy; not in BirdNET (A. ceruleus Blue-grey Noddy is the split sister),List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,38,,Wandering Albatros,Diomedea exulans,Diomedea exulans,Snowy Albatross,wanalb1,eBird/Clements 2025,Q106481220,7543417,,Diomedea exulans_Wandering Albatross,,high,yes,Wandering Albatross,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,39,,Short-tailed Albatros,Diomedea brachyura,Phoebastria albatrus,Short-tailed Albatross,shtalb,eBird/Clements 2025,Q853412,2481385,B5565AD8DCC8C1BA,,,high,no,brachyura = Short-tailed Albatross; not in BirdNET,List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,40,,Cautious Albatros,Diomedea cauta,Thalassarche cauta,White-capped Albatross,whcalb1,eBird/Clements 2025,Q1262700,2481401,87797B4724F5DC9E,,,high,yes,Shy Albatross; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,41,,Culminated Albatros,Diomedea culminata,Thalassarche chrysostoma,Gray-headed Albatross,gyhalb,eBird/Clements 2025,Q786350,2481408,0E4475F65B2A8060,,,high,yes,culminata Gould = Grey-headed Albatross; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,42,,Yellow-billed Albatros,Diomedea chlororhynchos,Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatross,yenalb2,eBird/Clements 2025,,,,,,high,no,Yellow-nosed Albatross (Atlantic or Indian); neither in BirdNET,List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,43,,Black-eyebrowed Albatros,Diomedea melanophrys,Thalassarche melanophris,Black-browed Albatross,bkbalb,eBird/Clements 2025,Q602598,2481410,F9CBC9EB6CE43281,Thalassarche melanophris_Black-browed Albatross,,high,no,Black-browed Albatross,List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,44,,Sooty Albatros,Diomedea fuliginosa,Phoebetria palpebrata,Light-mantled Albatross,limalb1,eBird/Clements 2025,Q844776,2481374,1819ECCEFDD89585,,,high,yes,fuliginosa = Light-mantled Albatross; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,45,,Giant Petrel,Procellaria gigantea,Macronectes giganteus,Southern Giant-Petrel,angpet1,eBird/Clements 2025,Q276185,2481515,C1706A8B803AD6EF,,,high,yes,Southern Giant-Petrel; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,46,,Spectacled Petrel,Procellaria conspicillata,Procellaria conspicillata,Spectacled Petrel,spepet1,eBird/Clements 2025,Q276221,2481497,F2ED14C98D3AA6B0,,,high,no,Spectacled Petrel; not in BirdNET,List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,47,,Great Grey Petrel,Procellaria hasitata,Procellaria cinerea,Gray Petrel,grapet,eBird/Clements 2025,Q276070,2481500,843C1B8689E0935F,,,high,yes,"TRAP: Gould's 'Procellaria hasitata, Great Grey Petrel' = Grey Petrel; hasitata now names the Black-capped Petrel (Pterodroma hasitata); none in BirdNET",List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,48,,Silvery Grey Petrel,Procellaria glacialoides,Fulmarus glacialoides,Southern Fulmar,souful1,eBird/Clements 2025,Q181326,2481432,10C2881A1F9704A0,,,high,yes,Southern Fulmar; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,49,,White-headed Petrel,Procellaria Lessonii,Pterodroma lessonii,White-headed Petrel,whhpet1,eBird/Clements 2025,Q952306,2481480,7C787E7D1F9AC15C,,,high,yes,White-headed Petrel; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,50,,Soft-plumaged Petrel,Procellaria mollis,Pterodroma mollis,Soft-plumaged Petrel,soppet1,eBird/Clements 2025,Q1268631,2481457,12286A1E6662F54C,,,high,yes,Soft-plumaged Petrel; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,51,,Cook's Petrel,Procellaria Cookii,Pterodroma cookii,Cook's Petrel,coopet,eBird/Clements 2025,Q596787,2481491,5C61DD1B6CAD48CE,Pterodroma cookii_Cook's Petrel,,medium,yes,Gould's Procellaria cookii = Cook's Petrel; small Cookilaria petrels were confused then,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,52,,Blue Petrel,Procellaria coerulea,Halobaena caerulea,Blue Petrel,blupet1,eBird/Clements 2025,Q883092,2481597,,,,high,yes,Blue Petrel; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,53,,Cape Petrel,Daption capensis,Daption capense,Pintado Petrel,cappet,eBird/Clements 2025,Q524740,2481545,AAC2D6136C46A743,Daption capense_Cape Petrel,,high,yes,Cape Petrel,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,54,,Dove-like Prion,Prion turtur,Pachyptila turtur,Fairy Prion,faipri1,eBird/Clements 2025,Q601988,5229332,ED1DDABBD5DB8979,,,high,no,Fairy Prion; not in BirdNET,List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,55,,Broad-billed Prion,Prion vittatus,Pachyptila vittata,Broad-billed Prion,brbpri1,eBird/Clements 2025,Q276242,5229325,93860B9B0F951405,,,high,yes,Broad-billed Prion; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,56,,Short-tailed Petrel,Puffinus brevicaudus,Ardenna tenuirostris,Short-tailed Shearwater,shtshe,eBird/Clements 2025,Q27074605,7456133,60825BF601060350,Ardenna tenuirostris_Short-tailed Shearwater,,high,yes,brevicaudus = Short-tailed Shearwater,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,57,,Fleshy-footed Petrel,Puffinus carneipes,Ardenna carneipes,Flesh-footed Shearwater,flfshe,eBird/Clements 2025,Q27074607,8601090,08F22F8404DCC0D2,Ardenna carneipes_Flesh-footed Shearwater,,high,yes,Flesh-footed Shearwater,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,58,,Wedge-tailed Petrel,Puffinus sphenurus,Ardenna pacifica,Wedge-tailed Shearwater,wetshe,eBird/Clements 2025,Q27074601,7763948,E94A7272C71031C6,Ardenna pacifica_Wedge-tailed Shearwater,,high,yes,sphenurus = Wedge-tailed Shearwater,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,59,,Allied Petrel,Puffinus assimilis,Puffinus assimilis,Little Shearwater,litshe8,eBird/Clements 2025,,,,,,high,yes,Little Shearwater; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,60,,Diving Petrel,Puffinuria urinatrix,Pelecanoides urinatrix,Common Diving-Petrel,codpet1,eBird/Clements 2025,Q557125,2481418,8A40716AB433FFB2,,,high,yes,Common Diving-Petrel; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,61,,White-faced Storm Petrel,Thalassidroma marina,Pelagodroma marina,White-faced Storm-Petrel,wfspet,eBird/Clements 2025,Q845982,2481991,,,,high,yes,White-faced Storm-Petrel; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,62,,Black-bellied Storm Petrel,Thalassidroma melanogaster,Fregetta tropica,Black-bellied Storm-Petrel,bbspet1,eBird/Clements 2025,Q1273787,2481979,ACE8EADE6CE42400,,,high,yes,melanogaster = Black-bellied Storm-Petrel; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,63,,White-bellied Storm Petrel,Thalassidroma leucogaster,Fregetta grallaria,White-bellied Storm-Petrel,wbspet1,eBird/Clements 2025,Q1270284,2481982,224E1093DDF013E4,,,high,yes,leucogaster = White-bellied Storm-Petrel; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,64,,Grey-backed Storm Petrel,Thalassidroma nereis,Garrodia nereis,Gray-backed Storm-Petrel,gybstp1,eBird/Clements 2025,Q1261174,2481988,F5C74C92648DA267,,,high,yes,Grey-backed Storm-Petrel; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,65,,Wilson's Storm Petrel,Thalassidroma Wilsonii,Oceanites oceanicus,Wilson's Storm-Petrel,wispet,eBird/Clements 2025,Q607024,5229419,D295D249BDB7E046,,,high,yes,Wilson's Storm-Petrel; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,66,,Australian Cormorant,Phalacrocorax carboides,Phalacrocorax carbo,Great Cormorant,grecor,eBird/Clements 2025,Q25440,2481890,ACD40E8C3CC720BF,Phalacrocorax carbo_Great Cormorant,,high,yes,carboides = Great Cormorant (Australian race),List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,67,,Groove-billed Cormorant,Phalacrocorax sulcirostris,Phalacrocorax sulcirostris,Little Black Cormorant,libcor1,eBird/Clements 2025,Q529123,2481895,DA51102A1C12D6AA,,,high,yes,Little Black Cormorant; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,68,,Pied Cormorant,Phalacrocorax hypoleucus,Phalacrocorax varius,Pied Cormorant,piecor1,eBird/Clements 2025,Q25625,2481860,E5FAABD0A2795B7C,,,high,yes,hypoleucus = Pied Cormorant; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,69,,White-breasted Cormorant,Phalacrocorax leucogaster,Phalacrocorax fuscescens,Black-faced Cormorant,blfcor1,eBird/Clements 2025,Q25640,2481867,100C87812F1BBA32,,,medium,no,"leucogaster Gould (abundant around Tasmania, seaweed nests on Bass Strait rocks) = Black-faced Cormorant, not the Pied; not in BirdNET either way",List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,70,,Pied Cormorant,Phalacrocorax melanoleucus,Microcarbo melanoleucos,Little Pied Cormorant,lipcor1,eBird/Clements 2025,Q783177,6066513,DF8F84C38027C3DE,,,high,yes,Little Pied Cormorant; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,71,,Spotted Cormorant,Phalacrocorax punctatus,Phalacrocorax punctatus,Spotted Shag,sposha1,eBird/Clements 2025,Q27074616,2481859,CB10D0932A2C18E3,,,high,yes,Spotted Shag (NZ); not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,72,,Small Frigate Bird,Attagen Ariel,Fregata ariel,Lesser Frigatebird,lesfri,eBird/Clements 2025,Q870775,2480186,09ED7E926715445E,Fregata ariel_Lesser Frigatebird,,high,yes,Attagen ariel = Lesser Frigatebird,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,73,,Red-tailed Tropic Bird,Phaeton phoenicurus,Phaethon rubricauda,Red-tailed Tropicbird,rettro,eBird/Clements 2025,Q756640,2481361,C412CD623EDA1B28,Phaethon rubricauda_Red-tailed Tropicbird,,high,yes,phoenicurus = Red-tailed Tropicbird,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,74,,Australian Pelican,Pelecanus conspicillatus,Pelecanus conspicillatus,Australian Pelican,auspel1,eBird/Clements 2025,Q26063,5229156,507E497548AA04CE,Pelecanus conspicillatus_Australian Pelican,,high,no,Australian Pelican,List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,75,,New Holland Darter,Plotus Novae-Hollandiae,Anhinga novaehollandiae,Australasian Darter,darter4,eBird/Clements 2025,Q781956,2482085,C57D9973E96F02D3,Anhinga novaehollandiae_Australasian Darter,,high,no,Plotus novaehollandiae = Australasian Darter,List of Plates (vol. VII); Gould's text and synonymy; crosswalk
VII,76,,Australian Gannet,Sula australis,Morus serrator,Australasian Gannet,ausgan1,eBird/Clements 2025,Q782094,5229212,136103448480BB9C,,,high,yes,Australasian Gannet; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,77,,Masked Gannet,Sula personata,Sula dactylatra,Masked Booby,masboo,eBird/Clements 2025,Q602084,2480967,22D1B4A2F0911712,Sula dactylatra_Masked Booby,,high,yes,personata = Masked Booby,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,78,,Brown Gannet,Sula fusca,Sula leucogaster,Brown Booby,brnboo,eBird/Clements 2025,Q320193,2480975,5EC21767FC58DB7D,Sula leucogaster_Brown Booby,,high,yes,fusca = Brown Booby,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,79,,Red-legged Gannet,Sula piscator,Sula sula,Red-footed Booby,refboo,eBird/Clements 2025,Q217122,2480972,0A4609D14FC148DF,Sula sula_Red-footed Booby,,high,yes,piscator = Red-footed Booby,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,80,,Australian Tippet Grebe,Podiceps australis,Podiceps cristatus,Great Crested Grebe,grcgre1,eBird/Clements 2025,Q25422,2482054,8F269702DC208010,Podiceps cristatus_Great Crested Grebe,,high,yes,australis = Great Crested Grebe (Australasian race),List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,81,,Black-throated Grebe,Podiceps gularis,Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,eBird/Clements 2025,Q783361,2482043,1ABF840F615A6DDA,Tachybaptus novaehollandiae_Australasian Grebe,,high,yes,gularis = Australasian Grebe,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,82,,Hoary-headed Grebe,Podiceps poliocephalus,Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,eBird/Clements 2025,Q904167,2482036,64866E2ABCEAEBD7,,,high,yes,Hoary-headed Grebe; not in BirdNET,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,83,,Crested Penguin,Eudyptes chrysocome,Eudyptes chrysocome,Western Rockhopper Penguin,rocpen2,eBird/Clements 2025,Q5850295,7059977,8ACAEC17CFDF6F86,Eudyptes chrysocome_Southern Rockhopper Penguin,,medium,yes,Crested Penguin by name = Southern Rockhopper; crested penguins reaching Australia include other Eudyptes,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VII,84,,Little Penguin,Spheniscus minor,Eudyptula minor,Little Penguin,litpen1,eBird/Clements 2025,Q203628,2481646,151738D51BE6DDA4,Eudyptula minor_Little Penguin,,high,yes,Spheniscus minor = Little Penguin,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VII,85,,Fairy Penguin,Spheniscus undina,Eudyptula minor,Little Penguin,litpen1,eBird/Clements 2025,Q203628,2481646,151738D51BE6DDA4,Eudyptula minor_Little Penguin,,high,yes,undina Gould = Little Penguin,List of Plates (vol. VII); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,1,,Grass-Owl,Strix candida,Tyto longimembris,Australasian Grass-Owl,ausgro1,eBird/Clements 2025,Q306919,5232369,8BF7742188B37800,,,high,yes,Strix candida = Australasian Grass-Owl; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,2,,Wekau,Sceloglaux albifacies,Ninox albifacies,Laughing Owl,lauowl1,eBird/Clements 2025,Q844773,2497899,1F14F0A8F84432B2,,,high,yes,Laughing Owl (extinct); not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
